121,68.55,6.76,0.38,23.25,43,1.11,46,119,384,5,0.9,0.269,0.501,2.9,0,0.146,0.059,0.781,0.319,0.05,111,0,0,0,0.083,0.003,0.205
122,71.8,5.96,1.36,19.49,41,1.57,40,118,456,5,0.82,0.105,0.451,1.2,28.1,0.35,0.166,2.153,0.63,0.053,100,0,2,0,0.365,0.013,0.899
123,69.08,1.09,0.08,29.15,3,0.3,28,24,289,2,0.14,0.08,0.109,0,9.1,0.05,0.065,0.39,0.38,0.22,48,0,0,0,0.072,0.013,0.078
124,92.9,2.3,0.4,3.1,53,1.2,14,33,184,18,0.19,0.126,0.336,0.9,82,0.07,0.25,1.1,0.039,0.111,9,0,435,0,0.092,0.013,0.176
125,76.98,1.87,0.1,20.13,5,0.31,22,44,379,4,0.3,0.188,0.138,0.3,13,0.106,0.02,1.439,0.52,0.299,10,0,0,0,0.026,0.002,0.043
126,77.8,2.86,0.1,17.21,45,6.07,30,54,407,14,0.44,0.878,1.338,0.3,5.2,0.032,0.036,1.222,0.361,0.239,10,0,0,0,0.026,0.002,0.043
127,67.68,1.64,0.32,29.99,103,0.95,49,20,108,4,0.28,0.038,0.209,0,2,0.126,0.039,0.708,0,0.379,0,0,0,0,0,0,0
128,95.2,1.09,0.08,3.3,37,0.88,25,34,106,6,0.1,0.1,0,0.7,5,0.018,0.032,0.31,0,0.05,41,0,87,0,0.041,0.01,0.004
129,92.51,2.72,0.22,3.39,43,3.2,38,79,438,8,0.2,0.133,0.355,0.9,1,0.068,0.136,0.85,0.042,0.196,25,0,80,0,0.114,0.029,0.012
130,93.69,0.72,0.07,4.9,15,0.57,9,30,230,1,0.23,0.091,0.089,0.2,4.7,0.031,0.078,0.413,0.201,0.044,9,0,288,0,0.037,0.009,0.004
131,93.52,1.49,0.19,3.55,78,0.77,67,37,488,44,0.17,0.114,0.307,0.9,10.5,0.031,0.09,0.46,0.036,0.07,9,0,93,0,0,0,0
132,71.61,4.4,1.92,21.3,17,1.49,64,152,172,7,1.09,0.192,0.631,2.8,0,0.107,0.11,0.412,0,0.123,42,0,0,0,0.231,0.528,1.078
133,95.04,0.67,0.24,3.43,17,0.15,9,24,285,13,0.13,0.101,0.033,0.7,15.1,0,0.023,0.15,0.114,0.038,17,0,0,0,0.073,0.04,0.108
134,73.82,1.79,0.2,24.01,4,0.14,3,20,4,19,0.25,0.038,0.114,4.5,0,0.018,0.004,0.072,0.011,0.006,1,0,0,0,0.023,0.026,0.023
135,70.27,2.74,0.97,25.58,3,0.56,39,103,86,4,0.71,0.106,0.974,5.8,0,0.178,0.069,2.561,0.38,0.123,9,0,0,0,0.26,0.369,0.366
136,72.96,2.32,0.83,23.51,10,0.53,44,77,79,1,0.62,0.081,1.097,0,0,0.102,0.012,1.33,0.392,0.149,4,0,0,0,0.165,0.3,0.296
137,64.38,3.09,0.85,31.33,3,0.53,39,96,61,4,0.77,0.129,1.14,9.4,0,0.097,0.07,1.903,0.275,0.11,4,0,0,0,0.213,0.3,0.269
138,91.54,0.93,0.18,6.84,18,0.18,10,41,216,5,0.12,0.029,0.097,0.7,18.8,0.082,0.041,0.715,0.155,0.102,15,0,0,0,0.029,0.027,0.095
139,81,2.73,0.17,15.36,47,0.55,18,56,283,16,0.3,0.07,0.21,0.6,4.6,0.056,0.173,0.392,0.276,0.218,15,0,0,0,0.041,0.003,0.074
140,59.3,5.3,2.3,32,61,0.6,50,124,875,23,0.83,1.069,0.132,0,6.1,0.29,0.17,5.3,0.816,0.298,49,0,12,0,0.621,0.293,1.225
141,93.3,1.14,0.05,5.23,22,0.56,12,21,107,11,0,0,0,0.7,37,0.048,0.043,0.25,0,0,57,0,0,0,0,0,0
142,68.6,12.35,6.4,11.05,145,2.5,60,158,539,14,0.91,0.117,0.502,1.4,17,0.26,0.155,1.25,0.128,0.06,111,0,8,0,0.74,1.209,3.011
143,62.55,18.21,8.97,8.36,102,5.14,86,245,515,1,1.15,0.407,0.824,7.3,1.7,0.155,0.285,0.399,0.179,0.234,54,0,0,0,1.297,1.981,5.064
144,79.45,8.47,4.45,6.53,59,1.31,60,135,355,10,1.04,0.33,0.71,0.6,8.3,0.205,0.053,1.092,0.743,0.105,80,0,2,0,0.617,1.009,2.513
145,59.73,8.86,0.21,30.88,10,0.72,30,50,42,5,0.5,0.084,0.417,25.2,0,0.298,0.161,1.837,0.286,0.064,82,0,0,0,0.032,0.026,0.095
146,68.14,4.58,0.63,26.15,30,1.04,62,108,58,14,1.08,0.205,1.504,22.1,0,0.097,0.103,1.53,0.183,0.096,12,0,8,0,0.091,0.072,0.257
147,66.56,5.5,0.85,26.44,10,1.67,49,150,143,5,1.25,0.215,1.091,4,0,0.103,0.03,2.57,0,0.08,13,0,0,0,0,0,0
148,96.21,0.31,0.15,3.22,0,0,0,0,0,0,0,0,0,0,0,0.01,0.015,0.102,0.06,0.033,7,0,0,0,0,0,0
149,93.7,0.91,0.31,4.31,27,0.36,24,39,192,1,0.39,0.103,0.213,0.2,5.5,0.044,0.041,0.513,0.137,0.065,20,0,11,0,0.064,0.023,0.131
150,94.25,1.04,0.39,3.79,22,0.37,16,29,177,1,0.22,0.065,0.157,0.2,11.6,0.043,0.025,0.507,0.323,0.078,23,0,56,0,0.064,0.023,0.131
151,95,1.03,0.17,3.3,15,0.33,19,28,140,1,0.24,0.083,0.128,0.2,10.8,0.051,0.025,0.464,0.079,0.085,21,0,4,0,0.035,0.013,0.072
152,82.9,1.12,0.14,14.58,44,0.93,43,45,437,4,0.17,0.086,0.242,0.7,10.8,0.167,0.013,0.881,0.504,0.194,19,0,21,0,0.029,0.01,0.059
153,89.21,0.89,0.35,8.85,22,0.44,13,19,241,1,0.22,0.082,0.187,0.4,9.6,0.016,0.067,0.495,0.234,0.161,20,0,261,0,0.072,0.026,0.147
154,87.8,0.9,0.09,10.49,41,0.6,29,27,284,4,0.13,0.065,0.172,0.5,15.1,0.072,0.017,0.969,0.359,0.124,19,0,558,0,0.019,0.007,0.038
155,91.1,1.48,0.37,6.46,10,0.28,13,14,214,5,0.1,0.047,0.126,0.3,6.5,0.042,0.028,0.334,0.297,0.103,10,0,200,0,0.076,0.028,0.156
